transaction_id,card_id,amount,transaction_type,timestamp,store_id,terminal_id,batch_id,authorization_code,status,balance_after
TX-POS-202503110047-980505,CARD-39596,6.99,PURCHASE,2025-02-17 18:48:26,STORE-0512,POS-005,BATCH-STORE-0512-20250217-5,T47321,APPROVED,192.98999999999998
TX-POS-202503110047-161921,ZOXX-7330,2.5,PURCHASE,2025-02-24 12:16:02,STORE-0512,POS-004,BATCH-STORE-0512-20250224-7,YC8074,APPROVED,37.48
TX-POS-202503110047-271727,RYLA-2094,0.0,BALANCE,2025-02-26 11:52:36,STORE-0512,POS-002,BATCH-STORE-0512-20250226-9,YL8429,APPROVED,300.0
TX-POS-202503110047-681865,UYFJ-7352,10.0,PURCHASE,2025-02-14 13:33:44,STORE-0512,POS-005,BATCH-STORE-0512-20250214-3,031874,APPROVED,10.0
TX-POS-202503110047-670904,CARD-89687,45.99,PURCHASE,2025-02-10 12:25:10,STORE-0512,POS-004,BATCH-STORE-0512-20250210-4,K05603,APPROVED,53.99
TX-POS-202503110047-608684,CARD-37699,36.62,PURCHASE,2025-03-03 17:32:18,STORE-0512,POS-005,BATCH-STORE-0512-20250303-3,343179,APPROVED,3.3599999999999994
TX-POS-202503110047-292588,GC-STORE-0512-4634,80.5,PURCHASE,2025-03-10 21:27:22,STORE-0512,POS-001,BATCH-STORE-0512-20250310-2,P01356,APPROVED,69.5
TX-POS-202503110047-395423,GC-STORE-0512-7225,15.99,REFUND,2025-02-13 12:50:37,STORE-0512,POS-003,BATCH-STORE-0512-20250213-2,N22519,APPROVED,415.99
TX-POS-202503110047-350836,XZFY-9776,8.66,PURCHASE,2025-02-28 12:43:03,STORE-0512,POS-003,BATCH-STORE-0512-20250228-8,P32185,APPROVED,11.34
TX-POS-202503110047-789654,5336459662430207,97.99,PURCHASE,2025-02-26 17:00:19,STORE-0512,POS-002,BATCH-STORE-0512-20250226-1,470189,APPROVED,302.01
TX-POS-202503110047-486461,GC-STORE-0512-1279,17.99,PURCHASE,2025-03-11 12:36:00,STORE-0512,POS-003,BATCH-STORE-0512-20250311-8,CO4180,APPROVED,22.01
TX-POS-202503110047-237631,UOHH-3091,49.0,PURCHASE,2025-03-01 17:57:29,STORE-0512,POS-002,BATCH-STORE-0512-20250301-1,OJ6661,APPROVED,251.0
TX-POS-202503110047-007471,IIFI-3997,3.99,PURCHASE,2025-02-14 11:48:39,STORE-0512,POS-003,BATCH-STORE-0512-20250214-5,C03688,APPROVED,26.009999999999998
TX-POS-202503110047-332616,GC-STORE-0512-1279,22.0,PURCHASE,2025-02-24 11:50:28,STORE-0512,POS-004,BATCH-STORE-0512-20250224-4,U28821,APPROVED,0.010000000000001563
TX-POS-202503110047-297836,CARD-49690,4.99,PURCHASE,2025-03-05 17:20:16,STORE-0512,POS-002,BATCH-STORE-0512-20250305-9,KI5945,APPROVED,194.98999999999998
TX-POS-202503110047-929238,GC-STORE-0512-7728,29.78,REFUND,2025-03-11 13:04:46,STORE-0512,POS-003,BATCH-STORE-0512-20250311-4,KZ5643,APPROVED,79.78
TX-POS-202503110047-019755,IBVZ-8502,11.0,REFUND,2025-03-08 17:29:59,STORE-0512,POS-002,BATCH-STORE-0512-20250308-2,Y07546,APPROVED,210.98
TX-POS-202503110047-148640,HSUP-6161,1.0,REFUND,2025-02-20 19:02:15,STORE-0512,POS-004,BATCH-STORE-0512-20250220-8,OG8533,APPROVED,31.0
TX-POS-202503110047-152233,GC-STORE-0512-2763,61.0,PURCHASE,2025-02-25 12:29:03,STORE-0512,POS-003,BATCH-STORE-0512-20250225-6,A86426,APPROVED,38.980000000000004
TX-POS-202503110047-694627,GC-STORE-0512-7516,5.16,REFUND,2025-03-11 18:09:49,STORE-0512,POS-005,BATCH-STORE-0512-20250311-3,PQ4818,APPROVED,25.16
TX-POS-202503110047-215645,IJKW-7220,6.0,PURCHASE,2025-02-11 17:08:00,STORE-0512,POS-005,BATCH-STORE-0512-20250211-4,Z60557,APPROVED,144.0
TX-POS-202503110047-967586,GC-STORE-0512-1193,9.99,PURCHASE,2025-02-27 12:30:34,STORE-0512,POS-001,BATCH-STORE-0512-20250227-6,M85435,APPROVED,10.01
TX-POS-202503110047-714652,XICO-5046,10.99,PURCHASE,2025-02-11 17:19:21,STORE-0512,POS-002,BATCH-STORE-0512-20250211-1,Q66264,APPROVED,29.009999999999998
TX-POS-202503110047-045466,GC-STORE-0512-9248,43.5,REFUND,2025-02-14 11:19:44,STORE-0512,POS-002,BATCH-STORE-0512-20250214-6,850983,APPROVED,63.5
TX-POS-202503110047-077523,FPFQ-6357,20.99,PURCHASE,2025-02-27 14:08:04,STORE-0512,POS-001,BATCH-STORE-0512-20250227-1,TF0335,APPROVED,19.01
TX-POS-202503110047-627585,9694214259395850,37.98,PURCHASE,2025-03-06 18:37:47,STORE-0512,POS-005,BATCH-STORE-0512-20250306-7,PW1447,APPROVED,2.020000000000003
TX-POS-202503110047-846418,1620090976692438,21.5,PURCHASE,2025-02-21 11:47:37,STORE-0512,POS-001,BATCH-STORE-0512-20250221-1,T30554,APPROVED,99.79
TX-POS-202503110047-217295,CARD-15581,72.99,PURCHASE,2025-02-12 17:20:44,STORE-0512,POS-001,BATCH-STORE-0512-20250212-6,AL4310,APPROVED,126.99
TX-POS-202503110047-115025,CARD-92315,34.5,PURCHASE,2025-02-10 11:15:24,STORE-0512,POS-003,BATCH-STORE-0512-20250210-9,B21601,APPROVED,265.5
TX-POS-202503110047-722985,JOZE-1022,23.0,PURCHASE,2025-02-27 12:54:53,STORE-0512,POS-003,BATCH-STORE-0512-20250227-3,ZL9723,APPROVED,377.0
TX-POS-202503110047-102732,GC-STORE-0512-8937,0.0,BALANCE,2025-02-24 12:51:09,STORE-0512,POS-004,BATCH-STORE-0512-20250224-2,J17628,APPROVED,20.0
TX-POS-202503110047-475365,GC-STORE-0512-5678,14.39,PURCHASE,2025-02-26 17:41:18,STORE-0512,POS-005,BATCH-STORE-0512-20250226-8,CE8800,APPROVED,25.61
TX-POS-202503110047-443139,5711388279932721,32.0,PURCHASE,2025-03-04 18:15:05,STORE-0512,POS-001,BATCH-STORE-0512-20250304-2,BK0901,APPROVED,18.0
TX-POS-202503110047-372582,AIXZ-3008,59.99,PURCHASE,2025-03-11 13:58:41,STORE-0512,POS-004,BATCH-STORE-0512-20250311-7,441416,APPROVED,46.98
TX-POS-202503110047-573084,CARD-44021,31.99,PURCHASE,2025-03-07 12:19:27,STORE-0512,POS-005,BATCH-STORE-0512-20250307-7,056164,APPROVED,18.01
TX-POS-202503110047-019973,CARD-33780,19.99,REFUND,2025-03-06 13:48:04,STORE-0512,POS-003,BATCH-STORE-0512-20250306-9,666601,APPROVED,49.989999999999995
TX-POS-202503110047-001593,CARD-14115,61.99,PURCHASE,2025-02-24 12:09:33,STORE-0512,POS-004,BATCH-STORE-0512-20250224-8,K93418,APPROVED,338.01
TX-POS-202503110047-139016,MLXJ-6344,19.0,PURCHASE,2025-02-23 13:39:11,STORE-0512,POS-003,BATCH-STORE-0512-20250223-7,207816,APPROVED,11.0
TX-POS-202503110047-575502,CARD-74254,6.99,PURCHASE,2025-03-11 13:49:35,STORE-0512,POS-002,BATCH-STORE-0512-20250311-7,X57962,APPROVED,93.01
TX-POS-202503110047-392717,8178869496847205,86.99,PURCHASE,2025-02-27 12:27:54,STORE-0512,POS-001,BATCH-STORE-0512-20250227-1,GO0146,APPROVED,113.01
TX-POS-202503110047-306698,GC-STORE-0512-3992,2.0,PURCHASE,2025-03-06 12:17:59,STORE-0512,POS-003,BATCH-STORE-0512-20250306-7,505372,APPROVED,38.0
TX-POS-202503110047-783820,6882445586599359,47.0,PURCHASE,2025-02-27 17:51:39,STORE-0512,POS-003,BATCH-STORE-0512-20250227-1,481179,APPROVED,3.0
TX-POS-202503110047-783881,GC-STORE-0512-1244,0.0,BALANCE,2025-02-17 19:25:31,STORE-0512,POS-005,BATCH-STORE-0512-20250217-3,O31007,APPROVED,200.0
TX-POS-202503110047-607635,CARD-31554,7.99,PURCHASE,2025-02-14 12:33:28,STORE-0512,POS-002,BATCH-STORE-0512-20250214-3,X69429,APPROVED,142.01
TX-POS-202503110047-818368,GC-STORE-0512-9182,1.99,PURCHASE,2025-02-17 12:47:53,STORE-0512,POS-005,BATCH-STORE-0512-20250217-7,627160,APPROVED,28.01
TX-POS-202503110047-065660,GC-STORE-0512-8699,17.5,PURCHASE,2025-03-09 12:19:19,STORE-0512,POS-001,BATCH-STORE-0512-20250309-8,ZD0283,APPROVED,132.5
TX-POS-202503110047-848473,4353319805637740,63.98,PURCHASE,2025-03-02 11:08:20,STORE-0512,POS-002,BATCH-STORE-0512-20250302-5,640791,APPROVED,336.02
TX-POS-202503110047-871170,GC-STORE-0512-2822,25.55,PURCHASE,2025-02-27 11:11:57,STORE-0512,POS-003,BATCH-STORE-0512-20250227-5,Y22001,APPROVED,124.45
TX-POS-202503110047-305062,GC-STORE-0512-8636,80.99,PURCHASE,2025-03-02 11:46:35,STORE-0512,POS-002,BATCH-STORE-0512-20250302-2,E33635,APPROVED,19.010000000000005
TX-POS-202503110047-368761,8606779267795999,0.0,BALANCE,2025-02-25 13:34:05,STORE-0512,POS-001,BATCH-STORE-0512-20250225-8,Z34676,APPROVED,50.0
TX-POS-202503110047-803563,NUNI-4662,36.99,PURCHASE,2025-03-02 12:19:51,STORE-0512,POS-005,BATCH-STORE-0512-20250302-2,OP7910,APPROVED,2.989999999999995
TX-POS-202503110047-484332,DWUW-3000,48.0,PURCHASE,2025-02-20 13:53:23,STORE-0512,POS-004,BATCH-STORE-0512-20250220-9,UI2034,APPROVED,51.980000000000004
TX-POS-202503110047-893377,CARD-11654,95.5,PURCHASE,2025-03-08 12:29:04,STORE-0512,POS-001,BATCH-STORE-0512-20250308-1,023451,APPROVED,204.5
TX-POS-202503110047-175931,6537456842694037,25.0,PURCHASE,2025-02-10 13:09:03,STORE-0512,POS-002,BATCH-STORE-0512-20250210-8,245546,APPROVED,174.98
TX-POS-202503110047-328216,CARD-75638,63.0,PURCHASE,2025-02-22 18:18:46,STORE-0512,POS-003,BATCH-STORE-0512-20250222-4,018771,APPROVED,237.0
TX-POS-202503110047-030210,PTIN-7391,49.99,PURCHASE,2025-02-24 19:46:45,STORE-0512,POS-004,BATCH-STORE-0512-20250224-1,225913,APPROVED,100.00999999999999
TX-POS-202503110047-373299,CARD-64567,15.99,PURCHASE,2025-03-09 11:44:10,STORE-0512,POS-004,BATCH-STORE-0512-20250309-4,HX8901,APPROVED,34.01
TX-POS-202503110047-249507,GC-STORE-0512-5453,6.97,PURCHASE,2025-02-15 12:34:20,STORE-0512,POS-004,BATCH-STORE-0512-20250215-9,C24636,APPROVED,43.03
TX-POS-202503110047-358761,CARD-15581,4.0,PURCHASE,2025-02-25 13:15:04,STORE-0512,POS-005,BATCH-STORE-0512-20250225-8,KY6656,APPROVED,122.99
TX-POS-202503110047-079436,CARD-40524,22.99,PURCHASE,2025-02-21 20:41:01,STORE-0512,POS-003,BATCH-STORE-0512-20250221-2,L37967,APPROVED,277.01
TX-POS-202503110047-419372,GC-STORE-0512-3977,2.99,PURCHASE,2025-02-19 13:42:04,STORE-0512,POS-005,BATCH-STORE-0512-20250219-8,540786,APPROVED,97.01
TX-POS-202503110047-367215,CGAK-9575,14.0,PURCHASE,2025-03-04 13:04:15,STORE-0512,POS-003,BATCH-STORE-0512-20250304-3,D40093,APPROVED,36.0
TX-POS-202503110047-496632,CARD-69708,46.99,PURCHASE,2025-02-26 20:13:21,STORE-0512,POS-002,BATCH-STORE-0512-20250226-3,K80003,APPROVED,3.009999999999998
TX-POS-202503110047-224586,GC-STORE-0512-6883,13.99,PURCHASE,2025-02-19 13:58:43,STORE-0512,POS-001,BATCH-STORE-0512-20250219-8,566720,APPROVED,6.01
TX-POS-202503110047-772262,GC-STORE-0512-4299,16.16,PURCHASE,2025-03-09 13:46:12,STORE-0512,POS-002,BATCH-STORE-0512-20250309-4,CY2831,APPROVED,3.84
TX-POS-202503110047-479290,1475262225905442,28.0,REFUND,2025-03-09 18:37:20,STORE-0512,POS-003,BATCH-STORE-0512-20250309-7,AE5359,APPROVED,227.98
TX-POS-202503110047-663537,5051392678996434,2.99,PURCHASE,2025-02-27 19:36:08,STORE-0512,POS-003,BATCH-STORE-0512-20250227-9,Q76225,APPROVED,17.009999999999998
TX-POS-202503110047-999399,CARD-50956,30.99,PURCHASE,2025-03-07 13:58:04,STORE-0512,POS-004,BATCH-STORE-0512-20250307-1,783401,APPROVED,9.010000000000002
TX-POS-202503110047-388070,1705899554861334,11.99,PURCHASE,2025-02-16 13:11:23,STORE-0512,POS-004,BATCH-STORE-0512-20250216-1,K00397,APPROVED,18.009999999999998
TX-POS-202503110047-242901,CARD-35976,19.99,PURCHASE,2025-02-17 12:15:24,STORE-0512,POS-003,BATCH-STORE-0512-20250217-7,DO5184,APPROVED,0.010000000000001563
TX-POS-202503110047-463030,WIFE-2593,1.99,PURCHASE,2025-02-23 13:10:07,STORE-0512,POS-005,BATCH-STORE-0512-20250223-1,I05348,APPROVED,98.01
TX-POS-202503110047-610599,AKWK-6242,54.0,PURCHASE,2025-02-28 11:59:34,STORE-0512,POS-004,BATCH-STORE-0512-20250228-7,I34383,APPROVED,346.0
TX-POS-202503110047-500078,KFKR-8128,36.44,REFUND,2025-02-12 11:32:50,STORE-0512,POS-001,BATCH-STORE-0512-20250212-4,LV8845,APPROVED,76.41999999999999
TX-POS-202503110047-973243,CARD-85535,39.0,REFUND,2025-03-05 11:11:08,STORE-0512,POS-002,BATCH-STORE-0512-20250305-1,265037,APPROVED,239.0
TX-POS-202503110047-182591,5917474977989620,48.99,PURCHASE,2025-03-10 12:41:02,STORE-0512,POS-003,BATCH-STORE-0512-20250310-2,445361,APPROVED,1.009999999999998
TX-POS-202503110047-788458,4858362524617661,27.0,PURCHASE,2025-02-13 13:15:44,STORE-0512,POS-004,BATCH-STORE-0512-20250213-6,750937,APPROVED,23.0
TX-POS-202503110047-452465,5358424912918202,35.53,REFUND,2025-03-04 13:56:12,STORE-0512,POS-003,BATCH-STORE-0512-20250304-9,079684,APPROVED,235.51
TX-POS-202503110047-410363,YRVT-4102,7.0,PURCHASE,2025-02-25 13:23:06,STORE-0512,POS-002,BATCH-STORE-0512-20250225-5,AF7745,APPROVED,13.0
TX-POS-202503110047-270376,GC-STORE-0512-4243,8.99,PURCHASE,2025-02-17 19:36:50,STORE-0512,POS-002,BATCH-STORE-0512-20250217-6,ZJ9736,APPROVED,18.989999999999995
TX-POS-202503110047-596246,DTTO-7114,0.0,BALANCE,2025-02-27 13:40:34,STORE-0512,POS-005,BATCH-STORE-0512-20250227-2,A37519,APPROVED,200.0
TX-POS-202503110047-741563,QGDM-1918,93.99,PURCHASE,2025-03-10 11:25:20,STORE-0512,POS-002,BATCH-STORE-0512-20250310-7,PY5697,APPROVED,56.010000000000005
TX-POS-202503110047-882825,QRWK-7585,46.0,PURCHASE,2025-02-11 13:41:23,STORE-0512,POS-001,BATCH-STORE-0512-20250211-6,216672,APPROVED,53.980000000000004
TX-POS-202503110047-622568,GC-STORE-0512-9182,22.99,REFUND,2025-03-01 18:12:46,STORE-0512,POS-001,BATCH-STORE-0512-20250301-9,O53985,APPROVED,51.0
TX-POS-202503110047-867199,GC-STORE-0512-9714,21.5,PURCHASE,2025-03-08 11:08:20,STORE-0512,POS-005,BATCH-STORE-0512-20250308-7,A66589,APPROVED,8.5
TX-POS-202503110047-563045,HDXJ-1897,8.99,PURCHASE,2025-03-10 17:31:55,STORE-0512,POS-004,BATCH-STORE-0512-20250310-1,CV9620,APPROVED,31.009999999999998
TX-POS-202503110047-227369,CARD-69186,40.5,PURCHASE,2025-02-10 13:39:19,STORE-0512,POS-002,BATCH-STORE-0512-20250210-5,917944,APPROVED,59.480000000000004
TX-POS-202503110047-922814,7282202128147956,7.99,PURCHASE,2025-03-03 12:26:48,STORE-0512,POS-005,BATCH-STORE-0512-20250303-2,SY8131,APPROVED,92.01
TX-POS-202503110047-930691,GC-STORE-0512-6324,78.99,PURCHASE,2025-03-07 13:36:00,STORE-0512,POS-004,BATCH-STORE-0512-20250307-6,F91979,APPROVED,121.01
TX-POS-202503110047-377674,CARD-11214,21.99,PURCHASE,2025-03-06 12:15:13,STORE-0512,POS-002,BATCH-STORE-0512-20250306-8,183778,APPROVED,17.99
TX-POS-202503110047-362313,8226842329378623,7.99,PURCHASE,2025-03-02 19:49:34,STORE-0512,POS-001,BATCH-STORE-0512-20250302-4,305611,APPROVED,142.01
TX-POS-202503110047-158780,1475262225905442,40.99,PURCHASE,2025-02-13 17:41:20,STORE-0512,POS-005,BATCH-STORE-0512-20250213-7,FA7356,APPROVED,186.98999999999998
TX-POS-202503110047-006506,9483346004106275,26.99,PURCHASE,2025-02-25 11:36:42,STORE-0512,POS-004,BATCH-STORE-0512-20250225-3,V86125,APPROVED,12.989999999999998
TX-POS-202503110047-195933,ZDOC-7114,13.99,PURCHASE,2025-03-04 11:22:15,STORE-0512,POS-001,BATCH-STORE-0512-20250304-6,Y42488,APPROVED,25.989999999999995
TX-POS-202503110047-705856,2068699580937155,9.5,REFUND,2025-03-05 18:01:14,STORE-0512,POS-003,BATCH-STORE-0512-20250305-1,FB4108,APPROVED,39.5
TX-POS-202503110047-526607,CARD-25432,18.0,PURCHASE,2025-02-19 16:42:39,STORE-0512,POS-003,BATCH-STORE-0512-20250219-6,GK8003,APPROVED,22.0
TX-POS-202503110047-265777,OZKX-4840,19.0,PURCHASE,2025-03-11 13:39:01,STORE-0512,POS-005,BATCH-STORE-0512-20250311-4,662560,APPROVED,81.0
TX-POS-202503110047-675896,SBOV-2855,9.99,PURCHASE,2025-03-09 12:29:33,STORE-0512,POS-005,BATCH-STORE-0512-20250309-4,O84099,APPROVED,290.01
TX-POS-202503110047-908111,CARD-77637,0.0,BALANCE,2025-02-11 17:06:19,STORE-0512,POS-004,BATCH-STORE-0512-20250211-4,XQ4696,APPROVED,40.0
TX-POS-202503110047-890719,SVKR-1644,1.99,PURCHASE,2025-02-15 18:07:11,STORE-0512,POS-001,BATCH-STORE-0512-20250215-3,184990,APPROVED,97.99000000000001
TX-POS-202503110047-904180,6669787547830185,34.99,PURCHASE,2025-02-28 19:59:29,STORE-0512,POS-004,BATCH-STORE-0512-20250228-3,578226,APPROVED,5.009999999999998
TX-POS-202503110047-234549,FPFQ-6357,12.99,PURCHASE,2025-02-19 12:11:33,STORE-0512,POS-002,BATCH-STORE-0512-20250219-1,153462,APPROVED,6.020000000000001
TX-POS-202503110047-367547,7649460867798235,15.99,PURCHASE,2025-02-09 11:49:33,STORE-0512,POS-005,BATCH-STORE-0512-20250209-5,I58314,APPROVED,23.989999999999995
TX-POS-202503110047-467791,3458524593891179,7.99,PURCHASE,2025-02-10 12:55:07,STORE-0512,POS-003,BATCH-STORE-0512-20250210-5,N63997,APPROVED,191.98999999999998
TX-POS-202503110047-975591,GC-STORE-0512-4485,6.5,PURCHASE,2025-03-04 12:00:47,STORE-0512,POS-003,BATCH-STORE-0512-20250304-5,L95320,APPROVED,43.5
TX-POS-202503110047-315873,5848539224707835,22.99,REFUND,2025-02-12 13:46:37,STORE-0512,POS-005,BATCH-STORE-0512-20250212-2,986338,APPROVED,322.99
TX-POS-202503110047-583963,GHBM-5392,39.95,PURCHASE,2025-03-01 12:48:08,STORE-0512,POS-001,BATCH-STORE-0512-20250301-2,X00133,APPROVED,358.05
TX-POS-202503110047-883347,CARD-62731,35.99,PURCHASE,2025-03-02 13:04:25,STORE-0512,POS-001,BATCH-STORE-0512-20250302-5,ES9781,APPROVED,14.009999999999998
TX-POS-202503110047-872416,7355513085749826,39.99,REFUND,2025-03-03 11:38:56,STORE-0512,POS-002,BATCH-STORE-0512-20250303-8,114640,APPROVED,79.97
TX-POS-202503110047-028992,OXMU-9833,8.98,PURCHASE,2025-02-21 13:40:37,STORE-0512,POS-005,BATCH-STORE-0512-20250221-1,164979,APPROVED,191.02
TX-POS-202503110047-566979,CARD-83462,14.99,PURCHASE,2025-02-10 13:05:35,STORE-0512,POS-001,BATCH-STORE-0512-20250210-6,E47938,APPROVED,5.01
TX-POS-202503110047-372479,4784665515284079,49.99,PURCHASE,2025-03-11 17:01:31,STORE-0512,POS-001,BATCH-STORE-0512-20250311-6,K88914,APPROVED,250.01
TX-POS-202503110047-658382,GC-STORE-0512-7609,20.99,PURCHASE,2025-02-13 13:15:24,STORE-0512,POS-005,BATCH-STORE-0512-20250213-8,QI9058,APPROVED,19.01
TX-POS-202503110047-481448,YGSY-9168,93.0,PURCHASE,2025-02-14 18:01:55,STORE-0512,POS-001,BATCH-STORE-0512-20250214-3,D20328,APPROVED,307.0
TX-POS-202503110047-712596,GC-STORE-0512-4672,6.99,PURCHASE,2025-03-10 12:07:09,STORE-0512,POS-005,BATCH-STORE-0512-20250310-7,UM9122,APPROVED,13.01
TX-POS-202503110047-137580,CARD-61051,18.99,PURCHASE,2025-03-04 16:19:37,STORE-0512,POS-005,BATCH-STORE-0512-20250304-7,559208,APPROVED,1.0100000000000016
TX-POS-202503110047-300055,4523321213584659,73.99,PURCHASE,2025-03-01 13:17:55,STORE-0512,POS-005,BATCH-STORE-0512-20250301-4,574796,APPROVED,25.99000000000001
TX-POS-202503110047-876186,GC-STORE-0512-5818,7.25,PURCHASE,2025-03-11 12:02:08,STORE-0512,POS-004,BATCH-STORE-0512-20250311-8,442462,APPROVED,32.73
TX-POS-202503110047-335881,5125101764789271,91.99,PURCHASE,2025-02-26 13:44:12,STORE-0512,POS-004,BATCH-STORE-0512-20250226-8,680471,APPROVED,107.99
TX-POS-202503110047-351996,GC-STORE-0512-8743,0.0,BALANCE,2025-03-09 12:42:22,STORE-0512,POS-003,BATCH-STORE-0512-20250309-4,976210,APPROVED,99.98
TX-POS-202503110047-657428,GC-STORE-0512-1937,49.99,PURCHASE,2025-03-05 19:35:05,STORE-0512,POS-001,BATCH-STORE-0512-20250305-7,D72015,APPROVED,350.01
TX-POS-202503110047-819343,CARD-64567,17.99,PURCHASE,2025-02-26 08:09:38,STORE-0512,POS-005,BATCH-STORE-0512-20250226-2,PA1599,APPROVED,16.02
TX-POS-202503110047-487783,CARD-44021,5.99,PURCHASE,2025-03-07 19:22:29,STORE-0512,POS-005,BATCH-STORE-0512-20250307-1,GS5131,APPROVED,12.020000000000001
TX-POS-202503110047-421646,IJXV-9297,18.0,PURCHASE,2025-03-05 11:42:39,STORE-0512,POS-005,BATCH-STORE-0512-20250305-7,766029,APPROVED,32.0
TX-POS-202503110047-606611,GC-STORE-0512-3300,16.5,PURCHASE,2025-03-10 17:47:54,STORE-0512,POS-005,BATCH-STORE-0512-20250310-5,A12506,APPROVED,33.5
TX-POS-202503110047-440662,IJXV-9297,17.67,PURCHASE,2025-03-11 18:19:29,STORE-0512,POS-004,BATCH-STORE-0512-20250311-5,XK2490,APPROVED,14.329999999999998
TX-POS-202503110047-438120,CARD-63824,33.0,REFUND,2025-02-10 12:20:38,STORE-0512,POS-002,BATCH-STORE-0512-20250210-4,M62682,APPROVED,73.0
TX-POS-202503110047-442556,ALSJ-9901,24.99,PURCHASE,2025-02-20 12:27:51,STORE-0512,POS-004,BATCH-STORE-0512-20250220-2,G93079,APPROVED,174.98999999999998
